,wavelength,flux_spec
2265,36.54264585192033,0.0
2266,36.341260688364834,0.0
2267,36.14098535096326,0.0
2268,35.94181372350484,0.0
2269,35.74373972348525,0.0
2270,35.54675730192036,0.0
2271,35.350860443161885,0.0
2272,35.15604316471344,0.0
2273,34.9622995170482,0.0
2274,34.76962358342674,0.0
2275,34.57800947971657,0.0
2276,34.38745135421262,0.0
2277,34.19794338745818,0.0
2278,34.00947979206733,0.0
2279,33.822054812548416,0.0
2280,33.63566272512791,0.0
2281,33.4502978375758,0.0
2282,33.265954489031735,0.0
2283,33.082627049832325,0.0
2284,32.900309921338845,0.0
2285,32.718997535766476,0.0
2286,32.53868435601445,0.0
2287,32.359364875496524,0.0
2288,32.181033617973085,0.0
2289,32.00368513738408,0.0
2290,31.827314017682237,0.0
2291,31.65191487266805,0.0
2292,31.477482345825052,0.0
2293,31.304011110156537,0.0
2294,31.13149586802251,0.0
2295,30.95993135097805,0.0
2296,30.789312319612645,0.0
2297,30.619633563389776,0.0
2298,30.45088990048807,0.0
2299,30.283076177642922,0.0
2300,30.11618726998936,0.0
2301,29.950218080905138,0.0
2302,29.785163541855354,0.0
2303,29.62101861223777,0.0
2304,29.45777827922853,0.0
2305,29.295437557629292,0.0
2306,29.133991489715104,0.0
2307,28.973435145082703,0.0
2308,28.81376362050013,0.0
2309,28.65497203975691,0.0
2310,28.497055553515356,0.0
2311,28.340009339162126,0.0
2312,28.183828600661116,0.0
2313,28.028508568407187,0.0
2314,27.87404449908012,0.0
2315,27.720431675499977,0.0
2316,27.567665406483194,0.0
2317,27.415741026698957,0.0
2318,27.264653896527,0.0
2319,27.114399401915747,0.0
2320,26.964972954241677,0.0
2321,26.816369990168834,0.0
2322,26.66858597150962,0.0
2323,26.52161638508642,0.0
2324,26.375456742593368,0.0
2325,26.230102580459516,0.0
2326,26.08554945971263,0.0
2327,25.941792965843334,0.0
2328,25.798828708670516,0.0
2329,25.65665232220711,0.0
2330,25.515259464527023,0.0
2331,25.37464581763219,0.0
2332,25.234807087320874,0.0
2333,25.09573900305668,0.0
2334,24.95743731783782,0.0
2335,24.819897808067623,0.0
2336,24.68311627342547,0.0
2337,24.547088536738695,0.0
2338,24.411810443854712,0.0
2339,24.27727786351433,0.0
2340,24.143486687225735,0.0
2341,24.010432829138683,0.0
2342,23.8781122259199,0.0
2343,23.746520836629166,0.0
2344,23.615654642595565,0.0
2345,23.485509647294972,0.0
2346,23.356081876227925,0.0
2347,23.227367376798416,0.0
2348,23.0993622181929,0.0
2349,22.97206249126041,0.0
2350,22.845464308393293,0.0
2351,22.719563803408224,0.0
2352,22.594357131428286,0.0
2353,22.46984046876564,0.0
2354,22.346010012804538,0.0
2355,22.22286198188534,0.0
2356,22.100392615188955,0.0
2357,21.978598172622156,0.0
2358,21.8574749347031,0.0
2359,21.737019202447854,0.0
2360,21.617227297257607,0.0
2361,21.49809556080602,0.0
2362,21.37962035492766,0.0
2363,21.261798061507015,0.0
2364,21.144625082367753,0.0
2365,21.028097839162985,0.0
2366,20.912212773265935,0.0
2367,20.796966345661396,0.0
2368,20.682355036837425,0.0
2369,20.56837534667799,0.0
2370,20.45502379435618,0.0
2371,20.342296918227643,0.0
2372,20.230191275725115,0.0
2373,20.11870344325312,0.0
2374,20.00783001608361,0.0
2375,19.897567608251748,0.0
2376,19.787912852452628,0.0
2377,19.678862399938566,0.0
2378,19.570412920416565,0.0
2379,19.462561101946743,0.0
2380,19.355303650841332,0.0
2381,19.248637291563846,0.0
2382,19.14255876662916,0.0
2383,19.037064836504033,0.0
2384,18.932152279508262,0.0
2385,18.827817891716087,0.0
2386,18.72405848685847,0.0
2387,18.620870896225906,0.0
2388,18.518251968571402,0.0
2389,18.416198570014384,0.0
2390,18.314707583945072,0.0
2391,18.21377591092912,0.0
2392,18.113400468613055,0.0
2393,18.01357819163013,0.0
2394,17.914306031506825,0.0
2395,17.81558095656952,0.0
2396,17.717399951852045,0.0
2397,17.619760019003714,0.0
2398,17.522658176197513,0.0
2399,17.426091458039185,0.0
2400,17.33005691547675,0.0
2401,17.23455161571023,0.0
2402,17.139572642102245,0.0
2403,17.04511709408885,0.0
2404,16.951182087091123,0.0
2405,16.857764752426817,0.0
2406,16.764862237222914,0.0
2407,16.67247170432856,0.0
2408,16.580590332228237,0.0
2409,16.48921531495573,0.0
2410,16.39834386200835,0.0
2411,16.307973198261887,0.0
2412,16.21810056388563,0.0
2413,16.12872321425819,0.0
2414,16.039838419883782,0.0
2415,15.951443466308673,0.0
2416,15.863535654038389,0.0
2417,15.776112298455365,0.0
2418,15.689170729736759,0.0
2419,15.602708292773066,0.0
2420,15.51672234708695,0.0
2421,15.431210266752762,0.0
2422,15.346169440316105,0.0
2423,15.261597270714239,0.0
2424,15.177491175196815,0.0
2425,15.093848585246846,0.0
2426,15.010666946502335,0.0
2427,14.927943718678378,0.0
2428,14.845676375489395,0.0
2429,14.763862404572107,0.0
2430,14.682499307408724,0.0
2431,14.601584599250813,0.0
2432,14.521115809043193,0.0
2433,14.441090479348572,0.0
2434,14.361506166272608,0.0
2435,14.282360439389066,0.0
2436,14.203650881665705,0.0
2437,14.125375089390547,0.0
2438,14.0475306720983,0.0
2439,13.97011525249746,0.0
2440,13.893126466397653,0.0
2441,13.816561962637572,0.0
2442,13.740419403012972,0.0
2443,13.66469646220537,0.0
2444,13.589390827711124,0.0
2445,13.514500199770607,0.0
2446,13.440022291298128,0.0
2447,13.365954827811999,0.0
2448,13.292295547365207,0.0
2449,13.219042200476162,0.0
2450,13.146192550060084,0.0
2451,13.07374437136076,0.0
2452,13.001695451882458,0.0
2453,12.930043591322406,0.0
2454,12.858786601503716,0.0
2455,12.787922306308383,0.0
2456,12.717448541610919,0.0
2457,12.64736315521224,0.0
2458,12.57766400677402,0.0
2459,12.508348967753191,0.0
2460,12.43941592133699,0.0
2461,12.37086276237842,0.0
2462,12.302687397331797,0.0
2463,12.23488774418888,0.0
2464,12.16746173241537,0.0
2465,12.100407302887547,0.0
2466,12.03372240782946,0.0
2467,11.967405010750348,0.0
2468,11.901453086382556,0.0
2469,11.835864620619525,0.0
2470,11.770637610454365,0.0
2471,11.70577006391875,0.0
2472,11.641260000021955,0.0
2473,11.577105448690416,0.0
2474,11.513304450707633,0.0
2475,11.449855057654224,0.0
2476,11.386755331848484,0.0
2477,11.32400334628718,0.0
2478,11.261597184586789,0.0
2479,11.199534940924838,0.0
2480,11.137814719981778,0.0
2481,11.076434636883155,0.0
2482,11.015392817141924,0.0
2483,10.954687396601269,0.0
2484,10.894316521377743,0.0
2485,10.834278347804501,0.0
2486,10.774571042375117,0.0
2487,10.715192781687518,0.0
2488,10.656141752388407,0.0
2489,10.597416151117732,0.0
2490,10.539014184453702,0.0
2491,10.480934068858065,0.0
2492,10.42317403062152,0.0
2493,10.365732305809638,0.0
2494,10.308607140208935,0.0
2495,10.251796789273403,0.0
2496,10.195299518071103,0.0
2497,10.139113601231234,0.0
2498,10.083237322891511,0.0
2499,10.027668976645652,0.0
